City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
682,Campobello Di Mazara,IT,37.64,12.74,55.99,85,0,4.0,clear sky
683,Riachao Das Neves,BR,-11.75,-44.91,73.63,86,100,5.41,moderate rain
684,Kenai,US,60.55,-151.26,34.0,84,15,4.0,few clouds
685,Qaqortoq,GL,60.72,-46.03,30.2,80,100,4.7,overcast clouds
686,Zapolyarnyy,RU,69.42,30.81,35.65,96,87,9.26,overcast clouds
687,Winnemucca,US,40.97,-117.74,62.01,21,0,1.79,clear sky
688,Ouesso,CG,1.61,16.05,69.96,96,72,2.13,broken clouds
689,Mwinilunga,ZM,-11.74,24.43,65.48,78,82,1.95,broken clouds
690,Marzuq,YE,14.4,46.47,62.35,28,0,3.69,clear sky
691,Nizhnevartovsk,RU,60.93,76.55,4.35,93,0,8.81,clear sky
692,Pachperwa,IN,27.52,82.65,66.92,68,0,2.53,clear sky
693,Watsonville,US,36.91,-121.76,70.0,31,0,3.0,clear sky
694,Tacuati,PY,-23.45,-56.58,81.46,54,40,1.81,light rain
695,Lyubech,UA,51.7,30.66,44.15,80,0,6.17,clear sky
696,Olga,RU,43.74,135.29,37.72,75,0,13.85,clear sky
697,Lewiston,US,44.1,-70.21,39.0,99,99,1.99,overcast clouds
